X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
0.0523,0.05,Stimuli/Words/word30.jpg,Stimuli/Words/word29.jpg,0,d,1,1.8545,0,0,0,0,1,71,Stimuli/Words/word30.jpg,Stimuli/Words/word29.jpg,d,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word43.jpg,Stimuli/Words/word43.jpg,0,s,1,0.9838,0,1,1,1,1,93,Stimuli/Words/word12.jpg,Stimuli/Words/word11.jpg,d,third,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word05.jpg,Stimuli/Words/word05.jpg,0,s,1,0.82,0,2,2,2,1,117,CatchTrial,CatchTrial,c,CatchTrials,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word05.jpg,Stimuli/Words/word05.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,0,d,1,1.7292,0,3,3,3,1,116,CatchTrial,CatchTrial,c,CatchTrials,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,0,s,1,1.0058,0,4,4,4,1,118,CatchTrial,CatchTrial,c,CatchTrials,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word12.jpg,Stimuli/Words/word11.jpg,0,d,1,1.5888,0,5,5,5,1,46,Stimuli/Words/word43.jpg,Stimuli/Words/word43.jpg,s,third,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word37.jpg,Stimuli/Words/word37.jpg,0,s,1,0.8102,0,6,6,6,1,62,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,d,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,0,s,1,0.7409,0,7,7,7,1,120,CatchTrial,CatchTrial,c,CatchTrials,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word25.jpg,Stimuli/Words/word26.jpg,0,d,1,0.9774,0,8,8,8,1,121,CatchTrial,CatchTrial,c,CatchTrials,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word25.jpg,Stimuli/Words/word26.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,0,d,1,1.3626,0,9,9,9,1,119,CatchTrial,CatchTrial,c,CatchTrials,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,0,s,1,1.2597,0,10,10,10,1,3,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,s,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,0,d,1,0.9031,0,11,11,11,1,20,Stimuli/Words/word37.jpg,Stimuli/Words/word37.jpg,s,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,c,2.9049,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,1.2506,,,,,,54,Stimuli/Words/word51.jpg,Stimuli/Words/word51.jpg,s,third,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,d,0,0,0,0,1,,,,,,,,,,,,,,
,,,,0,d,1,0.7702,,,,,,14,Stimuli/Words/word31.jpg,Stimuli/Words/word31.jpg,s,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word01.jpg,Stimuli/Words/word02.jpg,d,0,1,1,1,1,,,,,,,,,,,,,,
,,,,0,d,1,1.2365,,,,,,76,Stimuli/Words/word35.jpg,Stimuli/Words/word36.jpg,d,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word19.jpg,Stimuli/Words/word20.jpg,d,0,2,2,2,1,,,,,,,,,,,,,,
,,,,0,d,1,4.4947,,,,,,68,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,d,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word35.jpg,Stimuli/Words/word36.jpg,d,0,3,3,3,1,,,,,,,,,,,,,,
,,,,0,s,1,1.1278,,,,,,92,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,third,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,0,4,4,4,1,,,,,,,,,,,,,,
,,,,0,d,1,1.221,,,,,,119,CatchTrial,CatchTrial,c,CatchTrials,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word24.jpg,Stimuli/Words/word23.jpg,d,0,5,5,5,1,Stimuli/Words/word24.jpg,Stimuli/Words/word23.jpg,,,,,,,,,,,,
,,,,0,s,1,0.5869,,,,,,5,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word40.jpg,Stimuli/Words/word40.jpg,s,0,6,6,6,1,,,,,,,,,,,,,,
,,,,0,d,1,1.0369,,,,,,73,Stimuli/Words/word32.jpg,Stimuli/Words/word31.jpg,d,second,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,d,0,7,7,7,1,,,,,,,,,,,,,,
,,,,0,s,1,0.3574,,,,,,86,Stimuli/Words/word01.jpg,Stimuli/Words/word02.jpg,d,third,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word51.jpg,Stimuli/Words/word51.jpg,s,0,8,8,8,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6461,,,,,,55,Stimuli/Words/word52.jpg,Stimuli/Words/word52.jpg,s,third,KN,,1,0.05,0.05,2023-06-19_13h03.01.442,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word46.jpg,Stimuli/Words/word45.jpg,d,0,9,9,9,1,,,,,,,,,,,,,,
