X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
0.0414,0.0379,Stimuli/Words/word25.jpg,Stimuli/Words/word26.jpg,0,d,1,2.5858,0,0,0,0,1,60,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,d,second,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,0,d,1,0.8107,0,1,1,1,1,116,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,0,d,1,0.8888,0,2,2,2,1,45,Stimuli/Words/word42.jpg,Stimuli/Words/word42.jpg,s,third,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word42.jpg,Stimuli/Words/word42.jpg,0,s,1,1.6036,0,3,3,3,1,66,Stimuli/Words/word25.jpg,Stimuli/Words/word26.jpg,d,second,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word04.jpg,Stimuli/Words/word04.jpg,0,s,1,1.5495,0,4,4,4,1,118,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,Stimuli/Words/word04.jpg,Stimuli/Words/word04.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word29.jpg,Stimuli/Words/word30.jpg,0,d,1,11.2132,0,5,5,5,1,117,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,Stimuli/Words/word29.jpg,Stimuli/Words/word30.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,0,d,1,1.2054,0,6,6,6,1,119,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,0,d,1,0.9372,0,7,7,7,1,12,Stimuli/Words/word29.jpg,Stimuli/Words/word29.jpg,s,second,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word46.jpg,Stimuli/Words/word46.jpg,0,s,1,1.3678,0,8,8,8,1,111,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,d,third,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word29.jpg,Stimuli/Words/word29.jpg,0,s,1,12.1914,0,9,9,9,1,49,Stimuli/Words/word46.jpg,Stimuli/Words/word46.jpg,s,third,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word03.jpg,Stimuli/Words/word03.jpg,0,s,1,3.9438,0,10,10,10,1,120,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-04-18_11h39.50.334,01_word_task,2020.2.4,Win32,60,1920,1080,Stimuli/Words/word03.jpg,Stimuli/Words/word03.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
