X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
0.05,0.0516,Stimuli/Words/word07.jpg,Stimuli/Words/word07.jpg,0,s,1,0.5447,0,0,0,0,1,46,Stimuli/Words/word43.jpg,Stimuli/Words/word43.jpg,s,third,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,0,d,1,7.4235,0,1,1,1,1,68,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,d,second,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,0,s,0,0.9322,0,2,2,2,1,117,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,0,d,1,0.6352,0,3,3,3,1,118,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word28.jpg,Stimuli/Words/word27.jpg,0,s,0,7.8818,0,4,4,4,1,116,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word28.jpg,Stimuli/Words/word27.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word43.jpg,Stimuli/Words/word43.jpg,0,d,0,1.5988,0,5,5,5,1,2,Stimuli/Words/word07.jpg,Stimuli/Words/word07.jpg,s,second,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,0,s,1,1.1517,0,6,6,6,1,119,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word24.jpg,Stimuli/Words/word24.jpg,0,s,1,3.2821,0,7,7,7,1,121,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word24.jpg,Stimuli/Words/word24.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,0,d,1,0.7206,0,8,8,8,1,20,Stimuli/Words/word37.jpg,Stimuli/Words/word37.jpg,s,second,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,0,s,0,1.0238,0,9,9,9,1,60,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,d,second,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word19.jpg,Stimuli/Words/word19.jpg,0,s,1,0.8725,0,10,10,10,1,120,CatchTrial,CatchTrial,c,CatchTrials,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word19.jpg,Stimuli/Words/word19.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word37.jpg,Stimuli/Words/word37.jpg,0,s,1,0.7513,0,11,11,11,1,102,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,d,third,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,c,9.7809,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,0,s,0,11.9172,,,,,,113,Stimuli/Words/word52.jpg,Stimuli/Words/word51.jpg,d,third,SI,,1,0.05,0.05,2023-05-31_15h32.11.406,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Words/word46.jpg,Stimuli/Words/word45.jpg,d,0,0,0,0,1,,,,,,,,,,,,,,
