sub,group,hemi,roi,cond,roi_size,mean_act,volume,sum_selec,sum_selec_norm
sub-hemispace1001,patient,right,dorsal_visual_cortex,space,17004,4.228488445281982,18066.10163116455,18081.015625,1063.3389570101153
sub-hemispace1001,patient,right,dorsal_visual_cortex,face,17004,3.6948790550231934,874.5750789642334,764.8399658203125,44.98000269467846
sub-hemispace1001,patient,right,dorsal_visual_cortex,word,17004,3.0369088649749756,5551.650501251221,3990.498291015625,234.6799747715611
sub-hemispace1001,patient,right,ventral_visual_cortex,space,9763,3.4526379108428955,2311.0752086639404,1888.5928955078125,193.44391022306795
sub-hemispace1001,patient,right,ventral_visual_cortex,face,9763,3.344388246536255,866.125078201294,685.599609375,70.22427628546554
sub-hemispace1001,patient,right,ventral_visual_cortex,word,9763,3.23394775390625,963.3000869750977,737.340087890625,75.52392583126344
sub-hemispace1002,patient,left,dorsal_visual_cortex,space,72044,2.506906747817993,205.0,513.9158935546875,7.1333614673628265
sub-hemispace1002,patient,left,dorsal_visual_cortex,tool,72044,2.602130174636841,543.0,1412.9566650390625,19.612412762187866
sub-hemispace1002,patient,left,dorsal_visual_cortex,face,72044,2.9892771244049072,1441.0,4307.54833984375,59.79052162350439
sub-hemispace1002,patient,left,dorsal_visual_cortex,word,72044,3.1107118129730225,3674.0,11428.7548828125,158.63576262856728
sub-hemispace1002,patient,left,ventral_visual_cortex,space,43630,2.5387911796569824,115.0,291.96099853515625,6.691748763125287
sub-hemispace1002,patient,left,ventral_visual_cortex,tool,43630,2.8244709968566895,610.0,1722.9273681640625,39.48951107412474
sub-hemispace1002,patient,left,ventral_visual_cortex,face,43630,3.671525478363037,4039.0,14829.291015625,339.8874860331194
sub-hemispace1002,patient,left,ventral_visual_cortex,word,43630,3.6121129989624023,3317.0,11981.37890625,274.6133143765758
sub-hemispace1003,patient,right,dorsal_visual_cortex,space,66044,2.752345323562622,985.0,2711.06005859375,41.049301353548394
sub-hemispace1003,patient,right,dorsal_visual_cortex,tool,66044,2.7553703784942627,3143.0,8660.12890625,131.12665656607717
sub-hemispace1003,patient,right,dorsal_visual_cortex,face,66044,2.705217123031616,402.0,1087.497314453125,16.466254534145797
sub-hemispace1003,patient,right,dorsal_visual_cortex,word,66044,2.9031190872192383,4305.0,12497.927734375,189.2363838406971
sub-hemispace1003,patient,right,ventral_visual_cortex,space,43001,2.544245958328247,159.0,404.53509521484375,9.407574131179363
sub-hemispace1003,patient,right,ventral_visual_cortex,tool,43001,2.7195940017700195,580.0,1577.364501953125,36.68204232350701
sub-hemispace1003,patient,right,ventral_visual_cortex,face,43001,2.948310375213623,863.0,2544.391845703125,59.17052732966966
sub-hemispace1003,patient,right,ventral_visual_cortex,word,43001,3.2878501415252686,3281.0,10787.4365234375,250.8647827594126
sub-hemispace1004,patient,left,dorsal_visual_cortex,space,65850,3.5915093421936035,7711.0,27694.12890625,420.5638406416097
sub-hemispace1004,patient,left,dorsal_visual_cortex,tool,65850,2.89932918548584,3362.0,9747.544921875,148.0264984339408
sub-hemispace1004,patient,left,dorsal_visual_cortex,face,65850,2.677544593811035,217.0,581.0271606445312,8.823495226188783
sub-hemispace1004,patient,left,dorsal_visual_cortex,word,65850,2.511425018310547,5.0,12.557125091552734,0.19069286395676133
sub-hemispace1004,patient,left,ventral_visual_cortex,space,39243,3.1580684185028076,1753.0,5536.09375,141.07213388374998
sub-hemispace1004,patient,left,ventral_visual_cortex,tool,39243,3.2371788024902344,916.0,2965.255859375,75.5613959018169
sub-hemispace1004,patient,left,ventral_visual_cortex,face,39243,3.129707098007202,393.0,1229.974853515625,31.342528693413474
sub-hemispace1004,patient,left,ventral_visual_cortex,word,39243,2.603604555130005,63.0,164.02708435058594,4.179779434563768
sub-hemispace1006,patient,right,dorsal_visual_cortex,space,68326,2.5561912059783936,311.0,794.9754638671875,11.635035914105721
sub-hemispace1006,patient,right,dorsal_visual_cortex,tool,68326,2.764299154281616,882.0,2438.11181640625,35.68351456848418
sub-hemispace1006,patient,right,dorsal_visual_cortex,face,68326,2.6182305812835693,374.0,979.2182006835938,14.331560470151828
sub-hemispace1006,patient,right,dorsal_visual_cortex,word,68326,3.0575718879699707,612.0,1871.2340087890625,27.38685140047804
sub-hemispace1006,patient,right,ventral_visual_cortex,space,39419,2.615323781967163,61.0,159.5347442626953,4.047153511319295
sub-hemispace1006,patient,right,ventral_visual_cortex,tool,39419,2.9410715103149414,517.0,1520.533935546875,38.573630369793115
sub-hemispace1006,patient,right,ventral_visual_cortex,face,39419,2.9731571674346924,1354.0,4025.65478515625,102.12473135179101
sub-hemispace1006,patient,right,ventral_visual_cortex,word,39419,3.149674892425537,741.0,2333.9091796875,59.20772164914128
sub-hemispace1007,patient,left,dorsal_visual_cortex,space,60668,2.8943216800689697,3626.0,10494.810546875,172.9875807159458
sub-hemispace1007,patient,left,dorsal_visual_cortex,tool,60668,2.7467124462127686,41.0,112.6152114868164,1.856253898048665
sub-hemispace1007,patient,left,dorsal_visual_cortex,face,60668,3.1285271644592285,1866.0,5837.83154296875,96.22587761206485
sub-hemispace1007,patient,left,dorsal_visual_cortex,word,60668,3.6552937030792236,1569.0,5735.15576171875,94.53345687543269
sub-hemispace1007,patient,left,ventral_visual_cortex,space,33675,2.7010412216186523,488.0,1318.108154296875,39.14203873190423
sub-hemispace1007,patient,left,ventral_visual_cortex,tool,33675,2.829730987548828,74.0,209.40008544921875,6.218265343703601
sub-hemispace1007,patient,left,ventral_visual_cortex,face,33675,3.437913179397583,2198.0,7556.533203125,224.39593773199704
sub-hemispace1007,patient,left,ventral_visual_cortex,word,33675,3.055271625518799,683.0,2086.75048828125,61.96734931792873
sub-hemispace2001,control,left,dorsal_visual_cortex,space,68396,3.6378164291381836,4516.0,16428.37890625,240.19502465421954
sub-hemispace2001,control,left,dorsal_visual_cortex,tool,68396,3.336785078048706,4977.0,16607.1796875,242.8092240408796
sub-hemispace2001,control,left,dorsal_visual_cortex,face,68396,3.3412044048309326,2293.0,7661.3818359375,112.01505696148166
sub-hemispace2001,control,left,dorsal_visual_cortex,word,68396,3.372997999191284,3319.0,11194.98046875,163.6788769628341
sub-hemispace2001,control,left,ventral_visual_cortex,space,39612,2.8251709938049316,590.0,1666.8509521484375,42.07944441453189
sub-hemispace2001,control,left,ventral_visual_cortex,tool,39612,3.1316683292388916,1198.0,3751.73876953125,94.71217735866026
sub-hemispace2001,control,left,ventral_visual_cortex,face,39612,3.1969640254974365,1762.0,5633.05078125,142.20566447667375
sub-hemispace2001,control,left,ventral_visual_cortex,word,39612,4.035994529724121,2880.0,11623.6640625,293.4379496743411
sub-hemispace2001,control,right,dorsal_visual_cortex,space,64559,3.4272823333740234,6136.0,21029.8046875,325.74551476169086
sub-hemispace2001,control,right,dorsal_visual_cortex,tool,64559,3.018012285232544,5192.0,15669.51953125,242.71626777443888
sub-hemispace2001,control,right,dorsal_visual_cortex,face,64559,3.652475357055664,2822.0,10307.28515625,159.65682795969576
sub-hemispace2001,control,right,dorsal_visual_cortex,word,64559,3.4178953170776367,3033.0,10366.4765625,160.5736855047321
sub-hemispace2001,control,right,ventral_visual_cortex,space,40592,2.757457733154297,630.0,1737.1983642578125,42.79656987233476
sub-hemispace2001,control,right,ventral_visual_cortex,tool,40592,3.0843420028686523,1246.0,3843.090087890625,94.67604670601658
sub-hemispace2001,control,right,ventral_visual_cortex,face,40592,4.005396366119385,2281.0,9136.30859375,225.0765814384608
sub-hemispace2001,control,right,ventral_visual_cortex,word,40592,4.557031631469727,1929.0,8790.513671875,216.55778655584845
sub-hemispace2002,control,left,dorsal_visual_cortex,space,63705,3.0011515617370605,7186.0,21566.275390625,338.5334807413076
sub-hemispace2002,control,left,dorsal_visual_cortex,tool,63705,2.915890693664551,6424.0,18731.681640625,294.0378563790126
sub-hemispace2002,control,left,dorsal_visual_cortex,face,63705,3.248871326446533,787.0,2556.86181640625,40.13596760703634
sub-hemispace2002,control,left,dorsal_visual_cortex,word,63705,3.459078311920166,2536.0,8772.22265625,137.70069313633152
sub-hemispace2002,control,left,ventral_visual_cortex,space,40582,2.8853228092193604,3222.0,9296.509765625,229.07963544490167
sub-hemispace2002,control,left,ventral_visual_cortex,tool,40582,2.9091594219207764,3421.0,9952.234375,245.23765154501996
sub-hemispace2002,control,left,ventral_visual_cortex,face,40582,3.094362497329712,1041.0,3221.2314453125,79.37586726411956
sub-hemispace2002,control,left,ventral_visual_cortex,word,40582,4.122562885284424,2055.0,8471.8671875,208.75923284953922
sub-hemispace2002,control,right,dorsal_visual_cortex,space,65965,3.2467315196990967,8129.0,26392.6796875,400.1012610854241
sub-hemispace2002,control,right,dorsal_visual_cortex,tool,65965,2.8216118812561035,4659.0,13145.8896484375,199.28582806696733
sub-hemispace2002,control,right,dorsal_visual_cortex,face,65965,3.4904863834381104,1101.0,3843.025634765625,58.25855582150572
sub-hemispace2002,control,right,dorsal_visual_cortex,word,65965,3.088310718536377,1726.0,5330.42431640625,80.80685691512545
sub-hemispace2002,control,right,ventral_visual_cortex,space,40403,2.8838284015655518,1828.0,5271.63818359375,130.4764048113692
sub-hemispace2002,control,right,ventral_visual_cortex,tool,40403,2.758711814880371,923.0,2546.291015625,63.02232546159939
sub-hemispace2002,control,right,ventral_visual_cortex,face,40403,3.4763782024383545,2399.0,8339.8310546875,206.41613381896147
sub-hemispace2002,control,right,ventral_visual_cortex,word,40403,3.7830803394317627,934.0,3533.39697265625,87.45382700928768
sub-hemispace2003,control,left,dorsal_visual_cortex,space,66535,3.0443687438964844,5001.0,15224.8876953125,228.82524528913353
sub-hemispace2003,control,left,dorsal_visual_cortex,tool,66535,3.1784470081329346,4657.0,14802.02734375,222.46978798752536
sub-hemispace2003,control,left,dorsal_visual_cortex,face,66535,3.3998684883117676,723.0,2458.10498046875,36.94454017387466
sub-hemispace2003,control,left,dorsal_visual_cortex,word,66535,3.293887138366699,1360.0,4479.6865234375,67.32827118715713
sub-hemispace2003,control,left,ventral_visual_cortex,space,37529,2.935063600540161,743.0,2180.752197265625,58.108454722098244
sub-hemispace2003,control,left,ventral_visual_cortex,tool,37529,3.2256858348846436,1247.0,4022.43017578125,107.18191733809188
sub-hemispace2003,control,left,ventral_visual_cortex,face,37529,3.188420534133911,680.0,2168.1259765625,57.77201568287192
sub-hemispace2003,control,left,ventral_visual_cortex,word,37529,3.46720552444458,1921.0,6660.501953125,177.47613720389566
sub-hemispace2003,control,right,dorsal_visual_cortex,space,64196,3.2798662185668945,8689.0,28498.7578125,443.9335443407689
sub-hemispace2003,control,right,dorsal_visual_cortex,tool,64196,2.8061623573303223,1170.0,3283.2099609375,51.14352858336189
sub-hemispace2003,control,right,dorsal_visual_cortex,face,64196,3.15680193901062,683.0,2156.095703125,33.586137814271915
sub-hemispace2003,control,right,dorsal_visual_cortex,word,64196,2.897207260131836,1455.0,4215.4365234375,65.66509632122718
sub-hemispace2003,control,right,ventral_visual_cortex,space,37235,3.3548760414123535,1678.0,5629.48193359375,151.18791281304553
sub-hemispace2003,control,right,ventral_visual_cortex,tool,37235,2.8545446395874023,746.0,2129.490234375,57.19055282328454
sub-hemispace2003,control,right,ventral_visual_cortex,face,37235,3.815391778945923,1906.0,7272.13671875,195.30379263461796
sub-hemispace2003,control,right,ventral_visual_cortex,word,37235,4.531679630279541,435.0,1971.2806396484375,52.94160439501645
sub-103,control,left,dorsal_visual_cortex,space,68364,2.7936785221099854,2545.0,7109.912109375,104.00082074447077
sub-103,control,left,dorsal_visual_cortex,tool,68364,2.828930139541626,1022.0,2891.16650390625,42.2907744413178
sub-103,control,left,dorsal_visual_cortex,face,68364,2.7283935546875,217.0,592.0614013671875,8.660426560283007
sub-103,control,left,dorsal_visual_cortex,word,68364,3.961219549179077,766.0,3034.294189453125,44.384386364945364
sub-103,control,left,ventral_visual_cortex,space,38057,2.804915428161621,306.0,858.3041381835938,22.553121322847144
sub-103,control,left,ventral_visual_cortex,tool,38057,2.6055264472961426,17.0,44.293949127197266,1.1638844135690483
sub-103,control,left,ventral_visual_cortex,face,38057,3.3390374183654785,687.0,2293.918701171875,60.27586780807407
sub-103,control,left,ventral_visual_cortex,word,38057,4.384065628051758,1653.0,7246.8603515625,190.42121952761647
sub-103,control,right,dorsal_visual_cortex,space,66026,3.2134194374084473,5806.0,18657.11328125,282.5722182359979
sub-103,control,right,dorsal_visual_cortex,tool,66026,2.655888795852661,308.0,818.0137329101562,12.389266848062222
sub-103,control,right,dorsal_visual_cortex,face,66026,3.614180326461792,599.0,2164.89404296875,32.78850820841411
sub-103,control,right,dorsal_visual_cortex,word,66026,4.11957311630249,647.0,2665.36376953125,40.36839683656817
sub-103,control,right,ventral_visual_cortex,space,39201,3.101755380630493,1213.0,3762.42919921875,95.97788829924619
sub-103,control,right,ventral_visual_cortex,tool,39201,2.5325350761413574,20.0,50.65070343017578,1.2920768202386619
sub-103,control,right,ventral_visual_cortex,face,39201,3.520170211791992,1412.0,4970.48046875,126.79473658197496
sub-103,control,right,ventral_visual_cortex,word,39201,3.738691568374634,507.0,1895.5166015625,48.35378183113951
sub-104,control,left,dorsal_visual_cortex,space,67502,3.4081573486328125,8680.0,29582.806640625,438.2508168739445
sub-104,control,left,dorsal_visual_cortex,tool,67502,2.80816650390625,2204.0,6189.19921875,91.68912356300554
sub-104,control,left,ventral_visual_cortex,space,39564,3.1698453426361084,1109.0,3515.3583984375,88.85245168429633
sub-104,control,left,ventral_visual_cortex,tool,39564,2.81046986579895,473.0,1329.352294921875,33.60004789510351
sub-104,control,right,dorsal_visual_cortex,space,65884,4.027473449707031,11327.0,45619.19140625,692.4168448523161
sub-104,control,right,dorsal_visual_cortex,tool,65884,2.7674179077148438,2468.0,6829.9873046875,103.66685848897305
sub-104,control,right,ventral_visual_cortex,space,40067,3.3112781047821045,3098.0,10258.33984375,256.02964643596977
sub-104,control,right,ventral_visual_cortex,tool,40067,2.7478790283203125,290.0,796.8849487304688,19.88880996157608
sub-105,control,left,dorsal_visual_cortex,space,76318,2.9038116931915283,2890.0,8392.015625,109.96115759060773
sub-105,control,left,dorsal_visual_cortex,tool,76318,3.0070078372955322,2620.0,7878.3603515625,103.23069723476114
sub-105,control,left,ventral_visual_cortex,space,43350,2.610945463180542,52.0,135.7691650390625,3.1319299893670705
sub-105,control,left,ventral_visual_cortex,tool,43350,2.4339542388916016,6.0,14.60372543334961,0.33687947943136354
sub-105,control,right,dorsal_visual_cortex,space,72845,2.9938604831695557,3109.0,9307.912109375,127.7769525619466
sub-105,control,right,dorsal_visual_cortex,tool,72845,3.0199577808380127,1843.0,5565.7822265625,76.4058236881392
sub-105,control,right,ventral_visual_cortex,space,43362,2.6543941497802734,206.0,546.80517578125,12.61023882157765
sub-105,control,right,ventral_visual_cortex,tool,43362,2.4880642890930176,64.0,159.23611450195312,3.672250230661711
sub-106,control,left,dorsal_visual_cortex,space,65253,3.3282315731048584,8388.0,27917.20703125,427.83024583160926
sub-106,control,left,dorsal_visual_cortex,tool,65253,2.56522536277771,206.0,528.4364013671875,8.09826983230177
sub-106,control,left,dorsal_visual_cortex,face,65253,2.7018539905548096,475.0,1283.380615234375,19.667764167691523
sub-106,control,left,dorsal_visual_cortex,word,65253,3.2886064052581787,1880.0,6182.580078125,94.74782888334636
sub-106,control,left,ventral_visual_cortex,space,39918,2.8258438110351562,1259.0,3557.7373046875,89.12614120666115
sub-106,control,left,ventral_visual_cortex,tool,39918,2.9940829277038574,372.0,1113.798828125,27.90217015193647
sub-106,control,left,ventral_visual_cortex,face,39918,2.968071460723877,693.0,2056.87353515625,51.527469691774385
sub-106,control,left,ventral_visual_cortex,word,39918,2.9942095279693604,836.0,2503.1591796875,62.70752992854101
sub-106,control,right,dorsal_visual_cortex,space,63653,3.6818408966064453,12408.0,45684.28125,717.7082187799475
sub-106,control,right,dorsal_visual_cortex,tool,63653,2.799546241760254,852.0,2385.21337890625,37.47212824071528
sub-106,control,right,dorsal_visual_cortex,face,63653,2.89560866355896,1080.0,3127.25732421875,49.129771168974756
sub-106,control,right,dorsal_visual_cortex,word,63653,3.3436853885650635,1346.0,4500.6005859375,70.70523912364696
sub-106,control,right,ventral_visual_cortex,space,39392,3.113697052001953,3889.0,12109.16796875,307.4017051368298
sub-106,control,right,ventral_visual_cortex,tool,39392,3.092623472213745,454.0,1404.051025390625,35.64304999468484
sub-106,control,right,ventral_visual_cortex,face,39392,2.9882705211639404,1654.0,4942.599609375,125.47216717544171
sub-106,control,right,ventral_visual_cortex,word,39392,2.832329034805298,651.0,1843.84619140625,46.807630772904396
sub-107,control,left,dorsal_visual_cortex,space,76170,2.838409662246704,1361.0,3863.07568359375,50.71649840611461
sub-107,control,left,dorsal_visual_cortex,tool,76170,3.163332462310791,5875.0,18584.578125,243.98815970854668
sub-107,control,left,dorsal_visual_cortex,face,76170,3.4452874660491943,442.0,1522.8170166015625,19.99234628595986
sub-107,control,left,dorsal_visual_cortex,word,76170,3.618537425994873,541.0,1957.6287841796875,25.700784878294442
sub-107,control,left,ventral_visual_cortex,space,45369,2.676210403442383,25.0,66.90525817871094,1.4746910484848892
sub-107,control,left,ventral_visual_cortex,tool,45369,3.4359350204467773,1087.0,3734.861328125,82.32187899501862
sub-107,control,left,ventral_visual_cortex,face,45369,3.261817693710327,778.0,2537.694091796875,55.934538821593485
sub-107,control,left,ventral_visual_cortex,word,45369,3.8658063411712646,1037.0,4008.841064453125,88.36079844063401
sub-107,control,right,dorsal_visual_cortex,space,76689,3.2948131561279297,1950.0,6424.8857421875,83.7784524793321
sub-107,control,right,dorsal_visual_cortex,tool,76689,2.783336639404297,2422.0,6741.2412109375,87.90362647755872
sub-107,control,right,dorsal_visual_cortex,face,76689,3.358198881149292,537.0,1803.352783203125,23.51514276106254
sub-107,control,right,dorsal_visual_cortex,word,76689,3.190546751022339,782.0,2495.007568359375,32.53409965391875
sub-107,control,right,ventral_visual_cortex,space,45626,3.1498446464538574,668.0,2104.09619140625,46.1161660326623
sub-107,control,right,ventral_visual_cortex,tool,45626,3.254345417022705,766.0,2492.82861328125,54.63614196469666
sub-107,control,right,ventral_visual_cortex,face,45626,3.760695219039917,3410.0,12823.970703125,281.06717010312104
sub-107,control,right,ventral_visual_cortex,word,45626,4.298903465270996,584.0,2510.5595703125,55.02475716285671
sub-spaceloc1001,control,left,dorsal_visual_cortex,space,62626,3.2054402828216553,6924.0,22194.46875,354.3970355762782
sub-spaceloc1001,control,left,ventral_visual_cortex,space,435571,3.2609798908233643,31293.0,102045.84375,234.28061957752007
sub-spaceloc1001,control,right,dorsal_visual_cortex,space,64703,3.435159921646118,7452.0,25598.8125,395.6356351328377
sub-spaceloc1001,control,right,ventral_visual_cortex,space,430005,3.316470146179199,27278.0,90466.671875,210.3851626725271
sub-spaceloc1002,control,left,dorsal_visual_cortex,space,69693,3.16912841796875,7780.0,24655.818359375,353.7775437902659
sub-spaceloc1002,control,left,dorsal_visual_cortex,tool,69693,3.6462299823760986,3551.0,12947.7626953125,185.78282891126082
sub-spaceloc1002,control,left,ventral_visual_cortex,space,441719,3.099801540374756,13165.0,40808.88671875,92.38653243068558
sub-spaceloc1002,control,left,ventral_visual_cortex,tool,441719,3.3088810443878174,9128.0,30203.466796875,68.37710580001087
sub-spaceloc1002,control,right,dorsal_visual_cortex,space,72166,3.282392978668213,9327.0,30614.87890625,424.22856894174544
sub-spaceloc1002,control,right,dorsal_visual_cortex,tool,72166,3.322211265563965,5135.0,17059.5546875,236.39324179669097
sub-spaceloc1002,control,right,ventral_visual_cortex,space,450748,3.166757822036743,14400.0,45601.3125,101.16808615900682
sub-spaceloc1002,control,right,ventral_visual_cortex,tool,450748,3.369069814682007,10042.0,33832.19921875,75.05790201786807
sub-spaceloc1003,control,left,dorsal_visual_cortex,space,58388,2.9278311729431152,5724.0,16758.90625,287.02655083236283
